county,cause,year,count
San Francisco,Parkinson's disease,2005,0
San Francisco,Parkinson's disease,2006,0
San Francisco,Parkinson's disease,2007,0
San Francisco,Parkinson's disease,2008,0
San Francisco,Parkinson's disease,2009,0
San Francisco,Parkinson's disease,2010,0
San Francisco,Parkinson's disease,2011,22
San Francisco,Parkinson's disease,2012,0
San Francisco,Parkinson's disease,2013,0
San Francisco,Parkinson's disease,2014,0
San Francisco,Parkinson's disease,2015,0
San Francisco,Parkinson's disease,2016,0
San Francisco,Parkinson's disease,2017,22
San Francisco,Parkinson's disease,2018,0
San Francisco,Parkinson's disease,2019,21
San Francisco,Parkinson's disease,2020,0
San Francisco,Parkinson's disease,2021,0
San Francisco,Influenza and pneumonia,1989,704
San Francisco,Influenza and pneumonia,1990,626
San Francisco,Influenza and pneumonia,1991,634
San Francisco,Influenza and pneumonia,1992,586
San Francisco,Influenza and pneumonia,1993,747
San Francisco,Influenza and pneumonia,1994,687
San Francisco,Influenza and pneumonia,1995,750
San Francisco,Influenza and pneumonia,1996,699
San Francisco,Influenza and pneumonia,1997,899
San Francisco,Influenza and pneumonia,1998,971
San Francisco,Influenza and pneumonia,1999,510
San Francisco,Influenza and pneumonia,2000,473
San Francisco,Influenza and pneumonia,2001,369
San Francisco,Influenza and pneumonia,2002,422
San Francisco,Influenza and pneumonia,2003,370
San Francisco,Influenza and pneumonia,2004,346
San Francisco,Influenza and pneumonia,2005,378
San Francisco,Influenza and pneumonia,2006,374
San Francisco,Influenza and pneumonia,2007,305
San Francisco,Influenza and pneumonia,2008,282
San Francisco,Influenza and pneumonia,2009,171
San Francisco,Influenza and pneumonia,2010,115
San Francisco,Influenza and pneumonia,2011,127
San Francisco,Influenza and pneumonia,2012,76
San Francisco,Influenza and pneumonia,2013,72
San Francisco,Influenza and pneumonia,2014,92
San Francisco,Influenza and pneumonia,2015,97
San Francisco,Influenza and pneumonia,2016,75
San Francisco,Influenza and pneumonia,2017,115
San Francisco,Influenza and pneumonia,2018,94
San Francisco,Influenza and pneumonia,2019,1
San Francisco,Influenza and pneumonia,2020,0
San Francisco,Influenza and pneumonia,2021,0
San Francisco,Cerebrovascular diseases,1989,1114
San Francisco,Cerebrovascular diseases,1990,1117
San Francisco,Cerebrovascular diseases,1991,1081
San Francisco,Cerebrovascular diseases,1992,1053
San Francisco,Cerebrovascular diseases,1993,997
San Francisco,Cerebrovascular diseases,1994,1124
San Francisco,Cerebrovascular diseases,1995,1074
San Francisco,Cerebrovascular diseases,1996,1020
San Francisco,Cerebrovascular diseases,1997,1044
San Francisco,Cerebrovascular diseases,1998,956
San Francisco,Cerebrovascular diseases,1999,1188
San Francisco,Cerebrovascular diseases,2000,1107
San Francisco,Cerebrovascular diseases,2001,1029
San Francisco,Cerebrovascular diseases,2002,1063
San Francisco,Cerebrovascular diseases,2003,983
San Francisco,Cerebrovascular diseases,2004,951
San Francisco,Cerebrovascular diseases,2005,751
San Francisco,Cerebrovascular diseases,2006,731
San Francisco,Cerebrovascular diseases,2007,637
San Francisco,Cerebrovascular diseases,2008,624
San Francisco,Cerebrovascular diseases,2009,482
San Francisco,Cerebrovascular diseases,2010,629
San Francisco,Cerebrovascular diseases,2011,607
San Francisco,Cerebrovascular diseases,2012,507
San Francisco,Cerebrovascular diseases,2013,544
San Francisco,Cerebrovascular diseases,2014,428
San Francisco,Cerebrovascular diseases,2015,549
San Francisco,Cerebrovascular diseases,2016,641
San Francisco,Cerebrovascular diseases,2017,693
San Francisco,Cerebrovascular diseases,2018,717
San Francisco,Cerebrovascular diseases,2019,680
San Francisco,Cerebrovascular diseases,2020,632
San Francisco,Cerebrovascular diseases,2021,653
San Francisco,Intentional self-harm (suicide),1989,55
San Francisco,Intentional self-harm (suicide),1990,66
San Francisco,Intentional self-harm (suicide),1991,75
San Francisco,Intentional self-harm (suicide),1992,103
San Francisco,Intentional self-harm (suicide),1993,57
San Francisco,Intentional self-harm (suicide),1994,117
San Francisco,Intentional self-harm (suicide),1995,184
San Francisco,Intentional self-harm (suicide),1996,97
San Francisco,Intentional self-harm (suicide),1997,60
San Francisco,Intentional self-harm (suicide),1998,30
San Francisco,Intentional self-harm (suicide),1999,0
San Francisco,Intentional self-harm (suicide),2000,0
San Francisco,Intentional self-harm (suicide),2001,43
San Francisco,Intentional self-harm (suicide),2002,25
San Francisco,Intentional self-harm (suicide),2003,57
San Francisco,Intentional self-harm (suicide),2004,0
San Francisco,Intentional self-harm (suicide),2005,27
San Francisco,Intentional self-harm (suicide),2006,79
San Francisco,Intentional self-harm (suicide),2007,43
San Francisco,Intentional self-harm (suicide),2008,22
San Francisco,Intentional self-harm (suicide),2009,0
San Francisco,Intentional self-harm (suicide),2010,25
San Francisco,Intentional self-harm (suicide),2011,47
San Francisco,Intentional self-harm (suicide),2012,0
San Francisco,Intentional self-harm (suicide),2013,0
San Francisco,Intentional self-harm (suicide),2014,0
San Francisco,Intentional self-harm (suicide),2015,25
San Francisco,Intentional self-harm (suicide),2016,32
San Francisco,Intentional self-harm (suicide),2017,0
San Francisco,Intentional self-harm (suicide),2018,0
San Francisco,Intentional self-harm (suicide),2019,21
San Francisco,Intentional self-harm (suicide),2020,0
San Francisco,Intentional self-harm (suicide),2021,0
San Mateo,Alzheimer's disease,1989,0
San Mateo,Alzheimer's disease,1990,0
San Mateo,Alzheimer's disease,1991,0
San Mateo,Alzheimer's disease,1992,0
San Mateo,Alzheimer's disease,1993,0
San Mateo,Alzheimer's disease,1994,0
San Mateo,Alzheimer's disease,1995,0
San Mateo,Alzheimer's disease,1996,0
San Mateo,Alzheimer's disease,1997,0
San Mateo,Alzheimer's disease,1998,0
San Mateo,Alzheimer's disease,1999,42
San Mateo,Alzheimer's disease,2000,17
San Mateo,Alzheimer's disease,2001,63
San Mateo,Alzheimer's disease,2002,114
San Mateo,Alzheimer's disease,2003,88
San Mateo,Alzheimer's disease,2004,91
San Mateo,Alzheimer's disease,2005,121
San Mateo,Alzheimer's disease,2006,251
San Mateo,Alzheimer's disease,2007,175
San Mateo,Alzheimer's disease,2008,391
San Mateo,Alzheimer's disease,2009,402
San Mateo,Alzheimer's disease,2010,418
San Mateo,Alzheimer's disease,2011,420
San Mateo,Alzheimer's disease,2012,413
San Mateo,Alzheimer's disease,2013,451
San Mateo,Alzheimer's disease,2014,450
San Mateo,Alzheimer's disease,2015,504
San Mateo,Alzheimer's disease,2016,441
San Mateo,Alzheimer's disease,2017,485
San Mateo,Alzheimer's disease,2018,589
San Mateo,Alzheimer's disease,2019,493
San Mateo,Alzheimer's disease,2020,555
San Mateo,Alzheimer's disease,2021,564
San Mateo,Cancerous tumor,1989,2097
San Mateo,Cancerous tumor,1990,2184
San Mateo,Cancerous tumor,1991,2239
San Mateo,Cancerous tumor,1992,2271
San Mateo,Cancerous tumor,1993,2152
San Mateo,Cancerous tumor,1994,2209
San Mateo,Cancerous tumor,1995,2308
San Mateo,Cancerous tumor,1996,2274
San Mateo,Cancerous tumor,1997,2137
San Mateo,Cancerous tumor,1998,2369
San Mateo,Cancerous tumor,1999,2241
San Mateo,Cancerous tumor,2000,2265
San Mateo,Cancerous tumor,2001,2194
San Mateo,Cancerous tumor,2002,2222
San Mateo,Cancerous tumor,2003,2183
San Mateo,Cancerous tumor,2004,2175
San Mateo,Cancerous tumor,2005,2128
San Mateo,Cancerous tumor,2006,2071
San Mateo,Cancerous tumor,2007,2105
San Mateo,Cancerous tumor,2008,2015
San Mateo,Cancerous tumor,2009,2115
San Mateo,Cancerous tumor,2010,2165
San Mateo,Cancerous tumor,2011,2073
San Mateo,Cancerous tumor,2012,2097
San Mateo,Cancerous tumor,2013,2018
San Mateo,Cancerous tumor,2014,2051
San Mateo,Cancerous tumor,2015,2068
San Mateo,Cancerous tumor,2016,2016
San Mateo,Cancerous tumor,2017,1972
San Mateo,Cancerous tumor,2018,1962
San Mateo,Cancerous tumor,2019,1970
San Mateo,Cancerous tumor,2020,1900
San Mateo,Cancerous tumor,2021,1978
San Mateo,Chronic lower respiratory diseases,1989,289
San Mateo,Chronic lower respiratory diseases,1990,267
San Mateo,Chronic lower respiratory diseases,1991,245
San Mateo,Chronic lower respiratory diseases,1992,248
San Mateo,Chronic lower respiratory diseases,1993,290
San Mateo,Chronic lower respiratory diseases,1994,385
San Mateo,Chronic lower respiratory diseases,1995,263
San Mateo,Chronic lower respiratory diseases,1996,265
San Mateo,Chronic lower respiratory diseases,1997,271
San Mateo,Chronic lower respiratory diseases,1998,236
San Mateo,Chronic lower respiratory diseases,1999,385
San Mateo,Chronic lower respiratory diseases,2000,326
San Mateo,Chronic lower respiratory diseases,2001,350
San Mateo,Chronic lower respiratory diseases,2002,330
San Mateo,Chronic lower respiratory diseases,2003,339
San Mateo,Chronic lower respiratory diseases,2004,233
San Mateo,Chronic lower respiratory diseases,2005,328
San Mateo,Chronic lower respiratory diseases,2006,225
San Mateo,Chronic lower respiratory diseases,2007,306
San Mateo,Chronic lower respiratory diseases,2008,269
San Mateo,Chronic lower respiratory diseases,2009,264
San Mateo,Chronic lower respiratory diseases,2010,314
San Mateo,Chronic lower respiratory diseases,2011,301
San Mateo,Chronic lower respiratory diseases,2012,181
San Mateo,Chronic lower respiratory diseases,2013,239
San Mateo,Chronic lower respiratory diseases,2014,241
San Mateo,Chronic lower respiratory diseases,2015,224
San Mateo,Chronic lower respiratory diseases,2016,215
San Mateo,Chronic lower respiratory diseases,2017,228
San Mateo,Chronic lower respiratory diseases,2018,171
San Mateo,Chronic lower respiratory diseases,2019,113
San Mateo,Chronic lower respiratory diseases,2020,106
San Mateo,Chronic lower respiratory diseases,2021,81
San Mateo,Diabetes,1989,0
San Mateo,Diabetes,1990,0
San Mateo,Diabetes,1991,0
San Mateo,Diabetes,1992,0
San Mateo,Diabetes,1993,21
San Mateo,Diabetes,1994,16
San Mateo,Diabetes,1995,37
San Mateo,Diabetes,1996,20
San Mateo,Diabetes,1997,30
San Mateo,Diabetes,1998,85
San Mateo,Diabetes,1999,0
San Mateo,Diabetes,2000,62
San Mateo,Diabetes,2001,21
San Mateo,Diabetes,2002,0
San Mateo,Diabetes,2003,46
San Mateo,Diabetes,2004,0
San Mateo,Diabetes,2005,37
San Mateo,Diabetes,2006,22
San Mateo,Diabetes,2007,64
San Mateo,Diabetes,2008,0
San Mateo,Diabetes,2009,0
San Mateo,Diabetes,2010,26
San Mateo,Diabetes,2011,30
San Mateo,Diabetes,2012,47
San Mateo,Diabetes,2013,51
San Mateo,Diabetes,2014,71
San Mateo,Diabetes,2015,82
San Mateo,Diabetes,2016,78
San Mateo,Diabetes,2017,51
San Mateo,Diabetes,2018,78
San Mateo,Diabetes,2019,53
San Mateo,Diabetes,2020,115
San Mateo,Diabetes,2021,89
San Mateo,Assault (homicide),1989,0
San Mateo,Assault (homicide),1990,15
San Mateo,Assault (homicide),1991,15
San Mateo,Assault (homicide),1992,26
San Mateo,Assault (homicide),1993,0
San Mateo,Assault (homicide),1994,0
San Mateo,Assault (homicide),1995,14
San Mateo,Assault (homicide),1996,0
San Mateo,Assault (homicide),1997,14
San Mateo,Assault (homicide),1998,0
San Mateo,Assault (homicide),1999,0
San Mateo,Assault (homicide),2000,0
San Mateo,Assault (homicide),2001,0
San Mateo,Assault (homicide),2002,0
San Mateo,Assault (homicide),2003,0
San Mateo,Assault (homicide),2004,0
San Mateo,Assault (homicide),2005,14
San Mateo,Assault (homicide),2006,0
San Mateo,Assault (homicide),2007,0
San Mateo,Assault (homicide),2008,0
San Mateo,Assault (homicide),2009,0
San Mateo,Assault (homicide),2010,0
San Mateo,Assault (homicide),2011,0
San Mateo,Assault (homicide),2012,0
San Mateo,Assault (homicide),2013,0
San Mateo,Assault (homicide),2014,0
San Mateo,Assault (homicide),2015,0
San Mateo,Assault (homicide),2016,0
San Mateo,Assault (homicide),2017,0
San Mateo,Assault (homicide),2018,0
San Mateo,Assault (homicide),2019,0
San Mateo,Assault (homicide),2020,0
San Mateo,Assault (homicide),2021,0
San Mateo,Diseases of heart,1989,2670
San Mateo,Diseases of heart,1990,2490
San Mateo,Diseases of heart,1991,2450
San Mateo,Diseases of heart,1992,2454
San Mateo,Diseases of heart,1993,2620
San Mateo,Diseases of heart,1994,2437
San Mateo,Diseases of heart,1995,2530
San Mateo,Diseases of heart,1996,2580
San Mateo,Diseases of heart,1997,2506
San Mateo,Diseases of heart,1998,2492
San Mateo,Diseases of heart,1999,2463
San Mateo,Diseases of heart,2000,2179
San Mateo,Diseases of heart,2001,2286
San Mateo,Diseases of heart,2002,2216
San Mateo,Diseases of heart,2003,2196
San Mateo,Diseases of heart,2004,2088
San Mateo,Diseases of heart,2005,2134
San Mateo,Diseases of heart,2006,2095
San Mateo,Diseases of heart,2007,1980
San Mateo,Diseases of heart,2008,1938
San Mateo,Diseases of heart,2009,1963
San Mateo,Diseases of heart,2010,1977
San Mateo,Diseases of heart,2011,2025
San Mateo,Diseases of heart,2012,2031
San Mateo,Diseases of heart,2013,2045
San Mateo,Diseases of heart,2014,1809
San Mateo,Diseases of heart,2015,1879
San Mateo,Diseases of heart,2016,1986
San Mateo,Diseases of heart,2017,1970
San Mateo,Diseases of heart,2018,1955
San Mateo,Diseases of heart,2019,2016
San Mateo,Diseases of heart,2020,1892
San Mateo,Diseases of heart,2021,1930
San Mateo,Essential hypertension and hypertensive renal disease,1989,0
San Mateo,Essential hypertension and hypertensive renal disease,1990,0
San Mateo,Essential hypertension and hypertensive renal disease,1991,0
San Mateo,Essential hypertension and hypertensive renal disease,1992,0
San Mateo,Essential hypertension and hypertensive renal disease,1993,0
San Mateo,Essential hypertension and hypertensive renal disease,1994,0
San Mateo,Essential hypertension and hypertensive renal disease,1995,0
San Mateo,Essential hypertension and hypertensive renal disease,1996,0
San Mateo,Essential hypertension and hypertensive renal disease,1997,0
San Mateo,Essential hypertension and hypertensive renal disease,1998,0
San Mateo,Essential hypertension and hypertensive renal disease,1999,0
San Mateo,Essential hypertension and hypertensive renal disease,2000,0
San Mateo,Essential hypertension and hypertensive renal disease,2001,0
San Mateo,Essential hypertension and hypertensive renal disease,2002,0
San Mateo,Essential hypertension and hypertensive renal disease,2003,0
San Mateo,Essential hypertension and hypertensive renal disease,2004,0
San Mateo,Essential hypertension and hypertensive renal disease,2005,0
San Mateo,Essential hypertension and hypertensive renal disease,2006,0
San Mateo,Essential hypertension and hypertensive renal disease,2007,0
San Mateo,Essential hypertension and hypertensive renal disease,2008,0
San Mateo,Essential hypertension and hypertensive renal disease,2009,0
San Mateo,Essential hypertension and hypertensive renal disease,2010,0
San Mateo,Essential hypertension and hypertensive renal disease,2011,0
San Mateo,Essential hypertension and hypertensive renal disease,2012,0
San Mateo,Essential hypertension and hypertensive renal disease,2013,0
San Mateo,Essential hypertension and hypertensive renal disease,2014,0
San Mateo,Essential hypertension and hypertensive renal disease,2015,54
San Mateo,Essential hypertension and hypertensive renal disease,2016,21
San Mateo,Essential hypertension and hypertensive renal disease,2017,89
San Mateo,Essential hypertension and hypertensive renal disease,2018,25
San Mateo,Essential hypertension and hypertensive renal disease,2019,0
San Mateo,Essential hypertension and hypertensive renal disease,2020,21
San Mateo,Essential hypertension and hypertensive renal disease,2021,18
San Mateo,Accidents (unintentional injuries),1989,94
San Mateo,Accidents (unintentional injuries),1990,110
San Mateo,Accidents (unintentional injuries),1991,47
San Mateo,Accidents (unintentional injuries),1992,82
San Mateo,Accidents (unintentional injuries),1993,75
San Mateo,Accidents (unintentional injuries),1994,81
San Mateo,Accidents (unintentional injuries),1995,96
San Mateo,Accidents (unintentional injuries),1996,73
San Mateo,Accidents (unintentional injuries),1997,77
San Mateo,Accidents (unintentional injuries),1998,42
San Mateo,Accidents (unintentional injuries),1999,83
San Mateo,Accidents (unintentional injuries),2000,79
San Mateo,Accidents (unintentional injuries),2001,44
San Mateo,Accidents (unintentional injuries),2002,76
San Mateo,Accidents (unintentional injuries),2003,136
San Mateo,Accidents (unintentional injuries),2004,55
San Mateo,Accidents (unintentional injuries),2005,57
San Mateo,Accidents (unintentional injuries),2006,92
San Mateo,Accidents (unintentional injuries),2007,128
San Mateo,Accidents (unintentional injuries),2008,167
San Mateo,Accidents (unintentional injuries),2009,130
San Mateo,Accidents (unintentional injuries),2010,101
San Mateo,Accidents (unintentional injuries),2011,172
San Mateo,Accidents (unintentional injuries),2012,179
San Mateo,Accidents (unintentional injuries),2013,173
San Mateo,Accidents (unintentional injuries),2014,104
San Mateo,Accidents (unintentional injuries),2015,192
San Mateo,Accidents (unintentional injuries),2016,197
San Mateo,Accidents (unintentional injuries),2017,228
San Mateo,Accidents (unintentional injuries),2018,182
San Mateo,Accidents (unintentional injuries),2019,274
San Mateo,Accidents (unintentional injuries),2020,320
San Mateo,Accidents (unintentional injuries),2021,384
San Mateo,Chronic liver disease and cirrhosis,1989,0
San Mateo,Chronic liver disease and cirrhosis,1990,0
San Mateo,Chronic liver disease and cirrhosis,1991,22
San Mateo,Chronic liver disease and cirrhosis,1992,31
San Mateo,Chronic liver disease and cirrhosis,1993,0
San Mateo,Chronic liver disease and cirrhosis,1994,22
San Mateo,Chronic liver disease and cirrhosis,1995,22
San Mateo,Chronic liver disease and cirrhosis,1996,0
San Mateo,Chronic liver disease and cirrhosis,1997,26
San Mateo,Chronic liver disease and cirrhosis,1998,0
San Mateo,Chronic liver disease and cirrhosis,1999,0
San Mateo,Chronic liver disease and cirrhosis,2000,0
San Mateo,Chronic liver disease and cirrhosis,2001,0
San Mateo,Chronic liver disease and cirrhosis,2002,0
San Mateo,Chronic liver disease and cirrhosis,2003,0
San Mateo,Chronic liver disease and cirrhosis,2004,0
San Mateo,Chronic liver disease and cirrhosis,2005,0
San Mateo,Chronic liver disease and cirrhosis,2006,0
San Mateo,Chronic liver disease and cirrhosis,2007,0
San Mateo,Chronic liver disease and cirrhosis,2008,28
San Mateo,Chronic liver disease and cirrhosis,2009,0
San Mateo,Chronic liver disease and cirrhosis,2010,20
San Mateo,Chronic liver disease and cirrhosis,2011,0
San Mateo,Chronic liver disease and cirrhosis,2012,0
San Mateo,Chronic liver disease and cirrhosis,2013,22
San Mateo,Chronic liver disease and cirrhosis,2014,0
San Mateo,Chronic liver disease and cirrhosis,2015,0
San Mateo,Chronic liver disease and cirrhosis,2016,25
San Mateo,Chronic liver disease and cirrhosis,2017,0
San Mateo,Chronic liver disease and cirrhosis,2018,0
San Mateo,Chronic liver disease and cirrhosis,2019,0
San Mateo,Chronic liver disease and cirrhosis,2020,0
San Mateo,Chronic liver disease and cirrhosis,2021,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1989,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1990,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1991,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1992,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1993,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1994,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1995,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1996,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1997,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1998,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",1999,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2000,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2001,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2002,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2003,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2004,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2005,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2006,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2007,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2008,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2009,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2010,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2011,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2012,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2013,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2014,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2015,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2016,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2017,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2018,20
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2019,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2020,0
San Mateo,"Nephritis, nephrotic syndrome and nephrosis",2021,0
San Mateo,Parkinson's disease,1989,0
San Mateo,Parkinson's disease,1990,0
San Mateo,Parkinson's disease,1991,0
San Mateo,Parkinson's disease,1992,0
San Mateo,Parkinson's disease,1993,0
San Mateo,Parkinson's disease,1994,0
San Mateo,Parkinson's disease,1995,0
San Mateo,Parkinson's disease,1996,0
San Mateo,Parkinson's disease,1997,0
San Mateo,Parkinson's disease,1998,0
San Mateo,Parkinson's disease,1999,0
San Mateo,Parkinson's disease,2000,0
San Mateo,Parkinson's disease,2001,0
San Mateo,Parkinson's disease,2002,0
San Mateo,Parkinson's disease,2003,0
San Mateo,Parkinson's disease,2004,0
San Mateo,Parkinson's disease,2005,0
San Mateo,Parkinson's disease,2006,0
San Mateo,Parkinson's disease,2007,0
San Mateo,Parkinson's disease,2008,0
San Mateo,Parkinson's disease,2009,0
San Mateo,Parkinson's disease,2010,0
San Mateo,Parkinson's disease,2011,0
San Mateo,Parkinson's disease,2012,0
San Mateo,Parkinson's disease,2013,0
San Mateo,Parkinson's disease,2014,0
San Mateo,Parkinson's disease,2015,0
San Mateo,Parkinson's disease,2016,0
San Mateo,Parkinson's disease,2017,0
San Mateo,Parkinson's disease,2018,0
San Mateo,Parkinson's disease,2019,0
San Mateo,Parkinson's disease,2020,0
San Mateo,Parkinson's disease,2021,0
San Mateo,Influenza and pneumonia,1989,327
San Mateo,Influenza and pneumonia,1990,372
San Mateo,Influenza and pneumonia,1991,370
San Mateo,Influenza and pneumonia,1992,389
San Mateo,Influenza and pneumonia,1993,354
San Mateo,Influenza and pneumonia,1994,395
San Mateo,Influenza and pneumonia,1995,421
San Mateo,Influenza and pneumonia,1996,431
San Mateo,Influenza and pneumonia,1997,494
San Mateo,Influenza and pneumonia,1998,631
San Mateo,Influenza and pneumonia,1999,208
San Mateo,Influenza and pneumonia,2000,177
San Mateo,Influenza and pneumonia,2001,205
San Mateo,Influenza and pneumonia,2002,312
San Mateo,Influenza and pneumonia,2003,230
San Mateo,Influenza and pneumonia,2004,227
San Mateo,Influenza and pneumonia,2005,231
San Mateo,Influenza and pneumonia,2006,201
San Mateo,Influenza and pneumonia,2007,185
San Mateo,Influenza and pneumonia,2008,247
San Mateo,Influenza and pneumonia,2009,179
San Mateo,Influenza and pneumonia,2010,203
San Mateo,Influenza and pneumonia,2011,158
San Mateo,Influenza and pneumonia,2012,58
San Mateo,Influenza and pneumonia,2013,109
San Mateo,Influenza and pneumonia,2014,42
San Mateo,Influenza and pneumonia,2015,26
San Mateo,Influenza and pneumonia,2016,22
San Mateo,Influenza and pneumonia,2017,49
San Mateo,Influenza and pneumonia,2018,56
San Mateo,Influenza and pneumonia,2019,43
San Mateo,Influenza and pneumonia,2020,0
San Mateo,Influenza and pneumonia,2021,0
San Mateo,Cerebrovascular diseases,1989,706
San Mateo,Cerebrovascular diseases,1990,758
San Mateo,Cerebrovascular diseases,1991,681
San Mateo,Cerebrovascular diseases,1992,752
San Mateo,Cerebrovascular diseases,1993,767
San Mateo,Cerebrovascular diseases,1994,784
San Mateo,Cerebrovascular diseases,1995,790
San Mateo,Cerebrovascular diseases,1996,838
San Mateo,Cerebrovascular diseases,1997,802
San Mateo,Cerebrovascular diseases,1998,787
San Mateo,Cerebrovascular diseases,1999,849
San Mateo,Cerebrovascular diseases,2000,831
San Mateo,Cerebrovascular diseases,2001,761
San Mateo,Cerebrovascular diseases,2002,706
San Mateo,Cerebrovascular diseases,2003,659
San Mateo,Cerebrovascular diseases,2004,659
San Mateo,Cerebrovascular diseases,2005,602
San Mateo,Cerebrovascular diseases,2006,539
San Mateo,Cerebrovascular diseases,2007,397
San Mateo,Cerebrovascular diseases,2008,417
San Mateo,Cerebrovascular diseases,2009,352
San Mateo,Cerebrovascular diseases,2010,449
San Mateo,Cerebrovascular diseases,2011,392
San Mateo,Cerebrovascular diseases,2012,341
San Mateo,Cerebrovascular diseases,2013,307
San Mateo,Cerebrovascular diseases,2014,296
San Mateo,Cerebrovascular diseases,2015,412
San Mateo,Cerebrovascular diseases,2016,478
San Mateo,Cerebrovascular diseases,2017,491
San Mateo,Cerebrovascular diseases,2018,448
San Mateo,Cerebrovascular diseases,2019,492
San Mateo,Cerebrovascular diseases,2020,666
San Mateo,Cerebrovascular diseases,2021,461
San Mateo,Intentional self-harm (suicide),1989,0
San Mateo,Intentional self-harm (suicide),1990,0
San Mateo,Intentional self-harm (suicide),1991,0
San Mateo,Intentional self-harm (suicide),1992,0
San Mateo,Intentional self-harm (suicide),1993,20
San Mateo,Intentional self-harm (suicide),1994,0
San Mateo,Intentional self-harm (suicide),1995,0
San Mateo,Intentional self-harm (suicide),1996,0
San Mateo,Intentional self-harm (suicide),1997,0
San Mateo,Intentional self-harm (suicide),1998,17
San Mateo,Intentional self-harm (suicide),1999,0
San Mateo,Intentional self-harm (suicide),2000,0
San Mateo,Intentional self-harm (suicide),2001,0
San Mateo,Intentional self-harm (suicide),2002,0
San Mateo,Intentional self-harm (suicide),2003,20
San Mateo,Intentional self-harm (suicide),2004,0
San Mateo,Intentional self-harm (suicide),2005,0
San Mateo,Intentional self-harm (suicide),2006,0
San Mateo,Intentional self-harm (suicide),2007,0
San Mateo,Intentional self-harm (suicide),2008,0
San Mateo,Intentional self-harm (suicide),2009,0
San Mateo,Intentional self-harm (suicide),2010,0
San Mateo,Intentional self-harm (suicide),2011,0
San Mateo,Intentional self-harm (suicide),2012,0
San Mateo,Intentional self-harm (suicide),2013,0
San Mateo,Intentional self-harm (suicide),2014,0
San Mateo,Intentional self-harm (suicide),2015,0
San Mateo,Intentional self-harm (suicide),2016,0
San Mateo,Intentional self-harm (suicide),2017,0
San Mateo,Intentional self-harm (suicide),2018,0
San Mateo,Intentional self-harm (suicide),2019,0
San Mateo,Intentional self-harm (suicide),2020,0
San Mateo,Intentional self-harm (suicide),2021,0
Santa Clara,Alzheimer's disease,1989,0
Santa Clara,Alzheimer's disease,1990,0
Santa Clara,Alzheimer's disease,1991,0
Santa Clara,Alzheimer's disease,1992,0
Santa Clara,Alzheimer's disease,1993,0
Santa Clara,Alzheimer's disease,1994,0
Santa Clara,Alzheimer's disease,1995,0
Santa Clara,Alzheimer's disease,1996,0
Santa Clara,Alzheimer's disease,1997,0
Santa Clara,Alzheimer's disease,1998,0
Santa Clara,Alzheimer's disease,1999,0
Santa Clara,Alzheimer's disease,2000,0
Santa Clara,Alzheimer's disease,2001,30
Santa Clara,Alzheimer's disease,2002,23
Santa Clara,Alzheimer's disease,2003,100
Santa Clara,Alzheimer's disease,2004,124
Santa Clara,Alzheimer's disease,2005,327
Santa Clara,Alzheimer's disease,2006,451
Santa Clara,Alzheimer's disease,2007,510
Santa Clara,Alzheimer's disease,2008,833
Santa Clara,Alzheimer's disease,2009,845
Santa Clara,Alzheimer's disease,2010,829
Santa Clara,Alzheimer's disease,2011,956
Santa Clara,Alzheimer's disease,2012,958
Santa Clara,Alzheimer's disease,2013,121
Santa Clara,Alzheimer's disease,2014,0
Santa Clara,Alzheimer's disease,2015,0
